Temps;Canal B
(ms);(V)

-361,38539892;2,38502100
-361,05771892;2,38502100
-360,73003893;2,38502100
-360,40235893;2,38502100
-360,07467893;2,38502100
-359,74699893;2,38502100
-359,41931893;2,38502100
-359,09163894;2,38502100
-358,76395894;2,38502100
-358,43627894;2,38502100
-358,10859894;2,38502100
-357,78091894;2,38502100
-357,45323895;2,38502100
-357,12555895;2,38502100
-356,79787895;2,38502100
-356,47019895;2,38502100
-356,14251895;2,38502100
-355,81483896;2,38502100
-355,48715896;2,38502100
-355,15947896;2,38502100
-354,83179896;2,38502100
-354,50411896;2,38502100
-354,17643897;2,38502100
-353,84875897;2,42988400
-353,52107897;2,38502100
-353,19339897;2,38502100
-352,86571897;2,38502100
-352,53803898;2,38502100
-352,21035898;2,38502100
-351,88267898;2,38502100
-351,55499898;2,38502100
-351,22731898;2,38502100
-350,89963899;2,38502100
-350,57195899;2,38502100
-350,24427899;2,38502100
-349,91659899;2,38502100
-349,58891899;2,38502100
-349,26123900;2,38502100
-348,93355900;2,38502100
-348,60587900;2,38502100
-348,27819900;2,38502100
-347,95051900;2,38502100
-347,62283901;2,38502100
-347,29515901;2,38502100
-346,96747901;2,38502100
-346,63979901;2,38502100
-346,31211901;2,38502100
-345,98443902;2,38502100
-345,65675902;2,38502100
-345,32907902;2,38502100
-345,00139902;2,38502100
-344,67371902;2,38502100
-344,34603903;2,38502100
-344,01835903;2,38502100
-343,69067903;2,38502100
-343,36299903;2,38502100
-343,03531903;2,38502100
-342,70763904;2,42988400
-342,37995904;2,38502100
-342,05227904;2,38502100
-341,72459904;2,38502100
-341,39691904;2,38502100
-341,06923905;2,38502100
-340,74155905;2,38502100
-340,41387905;2,38502100
-340,08619905;2,38502100
-339,75851905;2,38502100
-339,43083906;2,38502100
-339,10315906;2,38502100
-338,77547906;2,38502100
-338,44779906;2,38502100
-338,12011906;2,38502100
-337,79243907;2,38502100
-337,46475907;2,38502100
-337,13707907;2,38502100
-336,80939907;2,38502100
-336,48171907;2,38502100
-336,15403908;2,38502100
-335,82635908;2,42988400
-335,49867908;2,38502100
-335,17099908;2,38502100
-334,84331908;2,38502100
-334,51563909;2,38502100
-334,18795909;2,38502100
-333,86027909;2,38502100
-333,53259909;2,38502100
-333,20491909;2,38502100
-332,87723910;2,38502100
-332,54955910;2,38502100
-332,22187910;2,38502100
-331,89419910;2,38502100
-331,56651910;2,38502100
-331,23883911;2,38502100
-330,91115911;2,38502100
-330,58347911;2,38502100
-330,25579911;2,38502100
-329,92811911;2,38502100
-329,60043912;2,38502100
-329,27275912;2,38502100
-328,94507912;2,38502100
-328,61739912;2,38502100
-328,28971912;2,38502100
-327,96203913;2,38502100
-327,63435913;2,38502100
-327,30667913;2,38502100
-326,97899913;2,38502100
-326,65131913;2,38502100
-326,32363914;2,38502100
-325,99595914;2,38502100
-325,66827914;2,38502100
-325,34059914;2,38502100
-325,01291914;2,38502100
-324,68523915;2,38502100
-324,35755915;2,38502100
-324,02987915;2,38502100
-323,70219915;2,38502100
-323,37451915;2,38502100
-323,04683916;2,38502100
-322,71915916;2,38502100
-322,39147916;2,38502100
-322,06379916;2,38502100
-321,73611916;2,38502100
-321,40843917;2,38502100
-321,08075917;2,38502100
-320,75307917;2,38502100
-320,42539917;2,38502100
-320,09771917;2,38502100
-319,77003918;2,38502100
-319,44235918;2,38502100
-319,11467918;2,38502100
-318,78699918;2,38502100
-318,45931918;2,38502100
-318,13163919;2,38502100
-317,80395919;2,38502100
-317,47627919;2,38502100
-317,14859919;2,38502100
-316,82091919;2,38502100
-316,49323920;2,42988400
-316,16555920;2,38502100
-315,83787920;2,38502100
-315,51019920;2,42988400
-315,18251920;2,38502100
-314,85483921;2,38502100
-314,52715921;2,38502100
-314,19947921;2,38502100
-313,87179921;2,38502100
-313,54411921;2,38502100
-313,21643922;2,42988400
-312,88875922;2,38502100
-312,56107922;2,38502100
-312,23339922;2,38502100
-311,90571922;2,38502100
-311,57803923;2,38502100
-311,25035923;2,38502100
-310,92267923;2,38502100
-310,59499923;2,38502100
-310,26731923;2,38502100
-309,93963924;2,38502100
-309,61195924;2,38502100
-309,28427924;2,38502100
-308,95659924;2,38502100
-308,62891924;2,38502100
-308,30123925;2,38502100
-307,97355925;2,38502100
-307,64587925;2,38502100
-307,31819925;2,38502100
-306,99051925;2,38502100
-306,66283926;2,38502100
-306,33515926;2,38502100
-306,00747926;2,38502100
-305,67979926;2,38502100
-305,35211926;2,38502100
-305,02443927;2,38502100
-304,69675927;2,38502100
-304,36907927;2,38502100
-304,04139927;2,38502100
-303,71371927;2,38502100
-303,38603928;2,38502100
-303,05835928;2,38502100
-302,73067928;2,38502100
-302,40299928;2,38502100
-302,07531928;2,38502100
-301,74763929;2,38502100
-301,41995929;2,42988400
-301,09227929;2,38502100
-300,76459929;2,42988400
-300,43691929;2,38502100
-300,10923930;2,38502100
-299,78155930;2,38502100
-299,45387930;2,38502100
-299,12619930;2,38502100
-298,79851930;2,38502100
-298,47083931;2,38502100
-298,14315931;2,38502100
-297,81547931;2,38502100
-297,48779931;2,38502100
-297,16011931;2,42988400
-296,83243932;2,38502100
-296,50475932;2,38502100
-296,17707932;2,38502100
-295,84939932;2,38502100
-295,52171932;2,38502100
-295,19403932;2,38502100
-294,86635933;2,38502100
-294,53867933;2,38502100
-294,21099933;2,38502100
-293,88331933;2,38502100
-293,55563933;2,38502100
-293,22795934;2,38502100
-292,90027934;2,38502100
-292,57259934;2,38502100
-292,24491934;2,38502100
-291,91723934;2,38502100
-291,58955935;2,38502100
-291,26187935;2,38502100
-290,93419935;2,38502100
-290,60651935;2,38502100
-290,27883935;2,38502100
-289,95115936;2,38502100
-289,62347936;2,38502100
-289,29579936;2,38502100
-288,96811936;2,38502100
-288,64043936;2,38502100
-288,31275937;2,38502100
-287,98507937;2,38502100
-287,65739937;2,38502100
-287,32971937;2,38502100
-287,00203937;2,38502100
-286,67435938;2,42988400
-286,34667938;2,38502100
-286,01899938;2,38502100
-285,69131938;2,38502100
-285,36363938;2,38502100
-285,03595939;2,38502100
-284,70827939;2,38502100
-284,38059939;2,38502100
-284,05291939;2,38502100
-283,72523939;2,38502100
-283,39755940;2,38502100
-283,06987940;2,38502100
-282,74219940;2,38502100
-282,41451940;2,38502100
-282,08683940;2,38502100
-281,75915941;2,38502100
-281,43147941;2,38502100
-281,10379941;2,38502100
-280,77611941;2,38502100
-280,44843941;2,38502100
-280,12075942;2,38502100
-279,79307942;2,38502100
-279,46539942;2,38502100
-279,13771942;2,38502100
-278,81003942;2,38502100
-278,48235943;2,38502100
-278,15467943;2,38502100
-277,82699943;2,38502100
-277,49931943;2,38502100
-277,17163943;2,38502100
-276,84395944;2,38502100
-276,51627944;2,38502100
-276,18859944;2,38502100
-275,86091944;2,38502100
-275,53323944;2,38502100
-275,20555945;2,38502100
-274,87787945;2,38502100
-274,55019945;2,38502100
-274,22251945;2,38502100
-273,89483945;2,38502100
-273,56715946;2,38502100
-273,23947946;2,38502100
-272,91179946;2,38502100
-272,58411946;2,38502100
-272,25643946;2,38502100
-271,92875947;2,38502100
-271,60107947;2,42988400
-271,27339947;2,38502100
-270,94571947;2,38502100
-270,61803947;2,38502100
-270,29035948;2,38502100
-269,96267948;2,38502100
-269,63499948;2,38502100
-269,30731948;2,38502100
-268,97963948;2,38502100
-268,65195949;2,38502100
-268,32427949;2,38502100
-267,99659949;2,38502100
-267,66891949;2,38502100
-267,34123949;2,38502100
-267,01355950;2,38502100
-266,68587950;2,38502100
-266,35819950;2,38502100
-266,03051950;2,38502100
-265,70283950;2,38502100
-265,37515951;2,38502100
-265,04747951;2,38502100
-264,71979951;2,38502100
-264,39211951;2,38502100
-264,06443951;2,38502100
-263,73675952;2,38502100
-263,40907952;2,38502100
-263,08139952;2,38502100
-262,75371952;2,38502100
-262,42603952;2,38502100
-262,09835953;2,38502100
-261,77067953;2,38502100
-261,44299953;2,38502100
-261,11531953;2,38502100
-260,78763953;2,38502100
-260,45995954;2,38502100
-260,13227954;2,38502100
-259,80459954;2,38502100
-259,47691954;2,38502100
-259,14923954;2,38502100
-258,82155955;2,38502100
-258,49387955;2,38502100
-258,16619955;2,38502100
-257,83851955;2,38502100
-257,51083955;2,38502100
-257,18315956;2,38502100
-256,85547956;2,38502100
-256,52779956;2,38502100
-256,20011956;2,38502100
-255,87243956;2,38502100
-255,54475957;2,38502100
-255,21707957;2,38502100
-254,88939957;2,38502100
-254,56171957;2,38502100
-254,23403957;2,38502100
-253,90635958;2,38502100
-253,57867958;2,38502100
-253,25099958;2,38502100
-252,92331958;2,42988400
-252,59563958;2,38502100
-252,26795959;2,42988400
-251,94027959;2,38502100
-251,61259959;2,38502100
-251,28491959;2,38502100
-250,95723959;2,38502100
-250,62955960;2,38502100
-250,30187960;2,38502100
-249,97419960;2,38502100
-249,64651960;2,38502100
-249,31883960;2,38502100
-248,99115961;2,38502100
-248,66347961;2,38502100
-248,33579961;2,38502100
-248,00811961;2,38502100
-247,68043961;2,38502100
-247,35275962;2,38502100
-247,02507962;2,38502100
-246,69739962;2,38502100
-246,36971962;2,38502100
-246,04203962;2,38502100
-245,71435963;2,38502100
-245,38667963;2,38502100
-245,05899963;2,42988400
-244,73131963;2,38502100
-244,40363963;2,38502100
-244,07595964;2,38502100
-243,74827964;2,38502100
-243,42059964;2,38502100
-243,09291964;2,38502100
-242,76523964;2,38502100
-242,43755965;2,38502100
-242,10987965;2,38502100
-241,78219965;2,38502100
-241,45451965;2,38502100
-241,12683965;2,38502100
-240,79915966;2,38502100
-240,47147966;2,38502100
-240,14379966;2,38502100
-239,81611966;2,38502100
-239,48843966;2,38502100
-239,16075967;2,38502100
-238,83307967;2,38502100
-238,50539967;2,38502100
-238,17771967;2,38502100
-237,85003967;2,38502100
-237,52235968;2,38502100
-237,19467968;2,38502100
-236,86699968;2,38502100
-236,53931968;2,38502100
-236,21163968;2,38502100
-235,88395969;2,38502100
-235,55627969;2,42988400
-235,22859969;2,38502100
-234,90091969;2,38502100
-234,57323969;2,38502100
-234,24555970;2,38502100
-233,91787970;2,38502100
-233,59019970;2,38502100
-233,26251970;2,42988400
-232,93483970;2,38502100
-232,60715971;2,38502100
-232,27947971;2,38502100
-231,95179971;2,38502100
-231,62411971;2,38502100
-231,29643971;2,38502100
-230,96875972;2,38502100
-230,64107972;2,38502100
-230,31339972;2,38502100
-229,98571972;2,38502100
-229,65803972;2,38502100
-229,33035973;2,38502100
-229,00267973;2,38502100
-228,67499973;2,38502100
-228,34731973;2,38502100
-228,01963973;2,38502100
-227,69195974;2,38502100
-227,36427974;2,38502100
-227,03659974;2,38502100
-226,70891974;2,38502100
-226,38123974;2,38502100
-226,05355975;2,38502100
-225,72587975;2,38502100
-225,39819975;2,38502100
-225,07051975;2,42988400
-224,74283975;2,38502100
-224,41515976;2,38502100
-224,08747976;2,38502100
-223,75979976;2,38502100
-223,43211976;2,38502100
-223,10443976;2,38502100
-222,77675977;2,38502100
-222,44907977;2,38502100
-222,12139977;2,38502100
-221,79371977;2,38502100
-221,46603977;2,38502100
-221,13835978;2,38502100
-220,81067978;2,38502100
-220,48299978;2,38502100
-220,15531978;2,38502100
-219,82763978;2,38502100
-219,49995979;2,42988400
-219,17227979;2,38502100
-218,84459979;2,38502100
-218,51691979;2,38502100
-218,18923979;2,38502100
-217,86155979;2,38502100
-217,53387980;2,38502100
-217,20619980;2,38502100
-216,87851980;2,38502100
-216,55083980;2,38502100
-216,22315980;2,38502100
-215,89547981;2,38502100
-215,56779981;2,38502100
-215,24011981;2,38502100
-214,91243981;2,38502100
-214,58475981;2,38502100
-214,25707982;2,38502100
-213,92939982;2,38502100
-213,60171982;2,38502100
-213,27403982;2,38502100
-212,94635982;2,38502100
-212,61867983;2,38502100
-212,29099983;2,38502100
-211,96331983;2,38502100
-211,63563983;2,38502100
-211,30795983;2,38502100
-210,98027984;2,38502100
-210,65259984;2,38502100
-210,32491984;2,38502100
-209,99723984;2,38502100
-209,66955984;2,42988400
-209,34187985;2,38502100
-209,01419985;2,38502100
-208,68651985;2,38502100
-208,35883985;2,38502100
-208,03115985;2,38502100
-207,70347986;2,38502100
-207,37579986;2,38502100
-207,04811986;2,38502100
-206,72043986;2,38502100
-206,39275986;2,38502100
-206,06507987;2,38502100
-205,73739987;2,38502100
-205,40971987;2,38502100
-205,08203987;2,38502100
-204,75435987;2,38502100
-204,42667988;2,38502100
-204,09899988;2,38502100
-203,77131988;2,38502100
-203,44363988;2,38502100
-203,11595988;2,38502100
-202,78827989;2,38502100
-202,46059989;2,38502100
-202,13291989;2,38502100
-201,80523989;2,38502100
-201,47755989;2,38502100
-201,14987990;2,38502100
-200,82219990;2,38502100
-200,49451990;2,38502100
-200,16683990;2,38502100
-199,83915990;2,38502100
-199,51147991;2,38502100
-199,18379991;2,38502100
-198,85611991;2,38502100
-198,52843991;2,42988400
-198,20075991;2,38502100
-197,87307992;2,38502100
-197,54539992;2,38502100
-197,21771992;2,38502100
-196,89003992;2,38502100
-196,56235992;2,38502100
-196,23467993;2,38502100
-195,90699993;2,38502100
-195,57931993;2,38502100
-195,25163993;2,38502100
-194,92395993;2,38502100
-194,59627994;2,38502100
-194,26859994;2,38502100
-193,94091994;2,38502100
-193,61323994;2,38502100
-193,28555994;2,38502100
-192,95787995;2,38502100
-192,63019995;2,42988400
-192,30251995;2,38502100
-191,97483995;2,38502100
-191,64715995;2,38502100
-191,31947996;2,38502100
-190,99179996;2,38502100
-190,66411996;2,38502100
-190,33643996;2,38502100
-190,00875996;2,42988400
-189,68107997;2,38502100
-189,35339997;2,38502100
-189,02571997;2,38502100
-188,69803997;2,42988400
-188,37035997;2,38502100
-188,04267998;2,38502100
-187,71499998;2,38502100
-187,38731998;2,38502100
-187,05963998;2,38502100
-186,73195998;2,38502100
-186,40427999;2,38502100
-186,07659999;2,38502100
-185,74891999;2,38502100
-185,42123999;2,42988400
-185,09355999;2,38502100
-184,76588000;2,38502100
-184,43820000;2,38502100
-184,11052000;2,38502100
-183,78284000;2,38502100
-183,45516000;2,38502100
-183,12748001;2,38502100
-182,79980001;2,38502100
-182,47212001;2,38502100
-182,14444001;2,38502100
-181,81676001;2,38502100
-181,48908002;2,38502100
-181,16140002;2,38502100
-180,83372002;2,38502100
-180,50604002;2,38502100
-180,17836002;2,38502100
-179,85068003;2,38502100
-179,52300003;2,38502100
-179,19532003;2,38502100
-178,86764003;2,38502100
-178,53996003;2,38502100
-178,21228004;2,38502100
-177,88460004;2,38502100
-177,55692004;2,38502100
-177,22924004;2,38502100
-176,90156004;2,38502100
-176,57388005;2,38502100
-176,24620005;2,38502100
-175,91852005;2,38502100
-175,59084005;2,38502100
-175,26316005;2,38502100
-174,93548006;2,38502100
-174,60780006;2,38502100
-174,28012006;2,38502100
-173,95244006;2,38502100
-173,62476006;2,38502100
-173,29708007;2,38502100
-172,96940007;2,38502100
-172,64172007;2,38502100
-172,31404007;2,38502100
-171,98636007;2,38502100
-171,65868008;2,38502100
-171,33100008;2,38502100
-171,00332008;2,38502100
-170,67564008;2,38502100
-170,34796008;2,38502100
-170,02028009;2,38502100
-169,69260009;2,38502100
-169,36492009;2,38502100
-169,03724009;2,38502100
-168,70956009;2,38502100
-168,38188010;2,38502100
-168,05420010;2,38502100
-167,72652010;2,38502100
-167,39884010;2,38502100
-167,07116010;2,38502100
-166,74348011;2,38502100
-166,41580011;2,38502100
-166,08812011;2,38502100
-165,76044011;2,38502100
-165,43276011;2,38502100
-165,10508012;2,38502100
-164,77740012;2,38502100
-164,44972012;2,38502100
-164,12204012;2,38502100
-163,79436012;2,38502100
-163,46668013;2,38502100
-163,13900013;2,38502100
-162,81132013;2,38502100
-162,48364013;2,38502100
-162,15596013;2,38502100
-161,82828014;2,38502100
-161,50060014;2,38502100
-161,17292014;2,38502100
-160,84524014;2,38502100
-160,51756014;2,38502100
-160,18988015;2,38502100
-159,86220015;2,38502100
-159,53452015;2,38502100
-159,20684015;2,38502100
-158,87916015;2,38502100
-158,55148016;2,38502100
-158,22380016;2,38502100
-157,89612016;2,42988400
-157,56844016;2,38502100
-157,24076016;2,38502100
-156,91308017;2,38502100
-156,58540017;2,38502100
-156,25772017;2,38502100
-155,93004017;2,38502100
-155,60236017;2,38502100
-155,27468018;2,38502100
-154,94700018;2,38502100
-154,61932018;2,38502100
-154,29164018;2,38502100
-153,96396018;2,38502100
-153,63628019;2,38502100
-153,30860019;2,38502100
-152,98092019;2,38502100
-152,65324019;2,38502100
-152,32556019;2,38502100
-151,99788020;2,38502100
-151,67020020;2,38502100
-151,34252020;2,38502100
-151,01484020;2,38502100
-150,68716020;2,38502100
-150,35948021;2,38502100
-150,03180021;2,38502100
-149,70412021;2,38502100
-149,37644021;2,38502100
-149,04876021;2,38502100
-148,72108022;2,38502100
-148,39340022;2,38502100
-148,06572022;2,42988400
-147,73804022;2,38502100
-147,41036022;2,38502100
-147,08268023;2,38502100
-146,75500023;2,38502100
-146,42732023;2,38502100
-146,09964023;2,38502100
-145,77196023;2,38502100
-145,44428024;2,38502100
-145,11660024;2,38502100
-144,78892024;2,38502100
-144,46124024;2,38502100
-144,13356024;2,38502100
-143,80588025;2,38502100
-143,47820025;2,38502100
-143,15052025;2,38502100
-142,82284025;2,38502100
-142,49516025;2,38502100
-142,16748026;2,38502100
-141,83980026;2,38502100
-141,51212026;2,42988400
-141,18444026;2,38502100
-140,85676026;2,38502100
-140,52908026;2,38502100
-140,20140027;2,38502100
-139,87372027;2,38502100
-139,54604027;2,38502100
-139,21836027;2,38502100
-138,89068027;2,38502100
-138,56300028;2,38502100
-138,23532028;2,38502100
